image_filename,image_class
data\dogs\dog.2190.jpg,dog
data\cats\cat.4256.jpg,cat
data\cats\cat.2903.jpg,cat
data\dogs\dog.4951.jpg,dog
data\cats\cat.4894.jpg,cat
data\cats\cat.2273.jpg,cat
data\cats\cat.2918.jpg,cat
data\cats\cat.282.jpg,cat
data\cats\cat.3050.jpg,cat
data\cats\cat.4861.jpg,cat
data\cats\cat.245.jpg,cat
data\dogs\dog.498.jpg,dog
data\dogs\dog.3202.jpg,dog
data\cats\cat.1641.jpg,cat
data\cats\cat.471.jpg,cat
data\dogs\dog.2851.jpg,dog
data\dogs\dog.4511.jpg,dog
data\cats\cat.3392.jpg,cat
data\dogs\dog.228.jpg,dog
data\dogs\dog.78.jpg,dog
data\dogs\dog.2568.jpg,dog
data\dogs\dog.4846.jpg,dog
data\cats\cat.77.jpg,cat
data\dogs\dog.2834.jpg,dog
data\dogs\dog.2517.jpg,dog
data\cats\cat.1029.jpg,cat
data\dogs\dog.3128.jpg,dog
data\dogs\dog.1692.jpg,dog
data\cats\cat.2111.jpg,cat
data\cats\cat.2013.jpg,cat
data\cats\cat.238.jpg,cat
data\dogs\dog.3131.jpg,dog
data\cats\cat.2676.jpg,cat
data\dogs\dog.4377.jpg,dog
data\dogs\dog.2478.jpg,dog
data\cats\cat.2308.jpg,cat
data\cats\cat.3267.jpg,cat
data\dogs\dog.988.jpg,dog
data\dogs\dog.2353.jpg,dog
data\cats\cat.638.jpg,cat
data\cats\cat.1597.jpg,cat
data\dogs\dog.3477.jpg,dog
data\cats\cat.627.jpg,cat
data\dogs\dog.3225.jpg,dog
data\dogs\dog.1290.jpg,dog
data\cats\cat.3854.jpg,cat
data\cats\cat.2854.jpg,cat
data\dogs\dog.2287.jpg,dog
data\dogs\dog.3687.jpg,dog
data\dogs\dog.4010.jpg,dog
data\cats\cat.4859.jpg,cat
data\dogs\dog.4214.jpg,dog
data\cats\cat.4097.jpg,cat
data\dogs\dog.4515.jpg,dog
data\cats\cat.2286.jpg,cat
data\dogs\dog.1810.jpg,dog
data\cats\cat.2574.jpg,cat
data\cats\cat.1948.jpg,cat
data\cats\cat.1206.jpg,cat
data\dogs\dog.314.jpg,dog
data\dogs\dog.2031.jpg,dog
data\dogs\dog.1871.jpg,dog
data\cats\cat.3575.jpg,cat
data\dogs\dog.4336.jpg,dog
data\dogs\dog.2071.jpg,dog
data\cats\cat.1245.jpg,cat
data\cats\cat.3101.jpg,cat
data\cats\cat.1863.jpg,cat
data\dogs\dog.4904.jpg,dog
data\cats\cat.4039.jpg,cat
data\dogs\dog.4549.jpg,dog
data\dogs\dog.1029.jpg,dog
data\cats\cat.2181.jpg,cat
data\dogs\dog.350.jpg,dog
data\dogs\dog.2547.jpg,dog
data\dogs\dog.4519.jpg,dog
data\cats\cat.4426.jpg,cat
data\cats\cat.3498.jpg,cat
data\cats\cat.3759.jpg,cat
data\dogs\dog.3793.jpg,dog
data\cats\cat.4803.jpg,cat
data\cats\cat.3622.jpg,cat
data\cats\cat.3872.jpg,cat
data\cats\cat.2765.jpg,cat
data\dogs\dog.1834.jpg,dog
data\dogs\dog.1661.jpg,dog
data\dogs\dog.736.jpg,dog
data\cats\cat.4809.jpg,cat
data\cats\cat.3431.jpg,cat
data\dogs\dog.4407.jpg,dog
data\cats\cat.3760.jpg,cat
data\cats\cat.1593.jpg,cat
data\cats\cat.2822.jpg,cat
data\dogs\dog.2576.jpg,dog
data\cats\cat.2686.jpg,cat
data\dogs\dog.1549.jpg,dog
data\dogs\dog.917.jpg,dog
data\dogs\dog.1161.jpg,dog
data\cats\cat.2038.jpg,cat
data\dogs\dog.2205.jpg,dog
data\cats\cat.4173.jpg,cat
data\cats\cat.595.jpg,cat
data\cats\cat.3412.jpg,cat
data\cats\cat.476.jpg,cat
data\dogs\dog.342.jpg,dog
data\cats\cat.2790.jpg,cat
data\dogs\dog.2268.jpg,dog
data\dogs\dog.3641.jpg,dog
data\cats\cat.1921.jpg,cat
data\cats\cat.291.jpg,cat
data\dogs\dog.3058.jpg,dog
data\cats\cat.4762.jpg,cat
data\cats\cat.3283.jpg,cat
data\cats\cat.1730.jpg,cat
data\dogs\dog.712.jpg,dog
data\cats\cat.2877.jpg,cat
data\cats\cat.1133.jpg,cat
data\cats\cat.3192.jpg,cat
data\cats\cat.4575.jpg,cat
data\cats\cat.840.jpg,cat
data\cats\cat.1474.jpg,cat
data\dogs\dog.1242.jpg,dog
data\dogs\dog.818.jpg,dog
data\dogs\dog.3066.jpg,dog
data\cats\cat.2518.jpg,cat
data\cats\cat.4219.jpg,cat
data\dogs\dog.702.jpg,dog
data\dogs\dog.2413.jpg,dog
data\cats\cat.628.jpg,cat
data\cats\cat.1031.jpg,cat
data\cats\cat.2779.jpg,cat
data\cats\cat.885.jpg,cat
data\cats\cat.4357.jpg,cat
data\cats\cat.1557.jpg,cat
data\dogs\dog.628.jpg,dog
data\cats\cat.587.jpg,cat
data\cats\cat.4141.jpg,cat
data\dogs\dog.2814.jpg,dog
data\dogs\dog.1049.jpg,dog
data\dogs\dog.3293.jpg,dog
data\cats\cat.758.jpg,cat
data\cats\cat.806.jpg,cat
data\cats\cat.4514.jpg,cat
data\dogs\dog.2153.jpg,dog
data\dogs\dog.998.jpg,dog
data\cats\cat.3957.jpg,cat
data\cats\cat.2580.jpg,cat
data\dogs\dog.1748.jpg,dog
data\dogs\dog.2424.jpg,dog
data\cats\cat.1542.jpg,cat
data\cats\cat.3053.jpg,cat
data\dogs\dog.3850.jpg,dog
data\dogs\dog.2979.jpg,dog
data\dogs\dog.2621.jpg,dog
data\dogs\dog.3076.jpg,dog
data\cats\cat.2427.jpg,cat
data\cats\cat.870.jpg,cat
data\cats\cat.1126.jpg,cat
data\cats\cat.1882.jpg,cat
data\dogs\dog.4101.jpg,dog
data\dogs\dog.2976.jpg,dog
data\cats\cat.3724.jpg,cat
data\dogs\dog.2273.jpg,dog
data\dogs\dog.3805.jpg,dog
data\cats\cat.401.jpg,cat
data\dogs\dog.1771.jpg,dog
data\dogs\dog.3411.jpg,dog
data\cats\cat.4333.jpg,cat
data\cats\cat.3094.jpg,cat
data\cats\cat.3383.jpg,cat
data\dogs\dog.4603.jpg,dog
data\cats\cat.565.jpg,cat
data\cats\cat.2039.jpg,cat
data\dogs\dog.1769.jpg,dog
data\cats\cat.2411.jpg,cat
data\dogs\dog.1578.jpg,dog
data\cats\cat.3302.jpg,cat
data\dogs\dog.4828.jpg,dog
data\cats\cat.4804.jpg,cat
data\dogs\dog.1779.jpg,dog
data\dogs\dog.2823.jpg,dog
data\cats\cat.993.jpg,cat
data\cats\cat.924.jpg,cat
data\dogs\dog.4289.jpg,dog
data\dogs\dog.2966.jpg,dog
data\dogs\dog.1289.jpg,dog
data\cats\cat.482.jpg,cat
data\cats\cat.2991.jpg,cat
data\dogs\dog.1568.jpg,dog
data\dogs\dog.1618.jpg,dog
data\dogs\dog.2894.jpg,dog
data\cats\cat.84.jpg,cat
data\cats\cat.3951.jpg,cat
data\cats\cat.1202.jpg,cat
data\dogs\dog.3551.jpg,dog
data\dogs\dog.3019.jpg,dog
data\cats\cat.3222.jpg,cat
data\cats\cat.3044.jpg,cat
data\dogs\dog.2822.jpg,dog
data\cats\cat.1930.jpg,cat
data\cats\cat.768.jpg,cat
data\cats\cat.3938.jpg,cat
data\cats\cat.2093.jpg,cat
data\cats\cat.4447.jpg,cat
data\dogs\dog.4851.jpg,dog
data\cats\cat.399.jpg,cat
data\cats\cat.2703.jpg,cat
data\dogs\dog.2297.jpg,dog
data\cats\cat.3400.jpg,cat
data\dogs\dog.2642.jpg,dog
data\cats\cat.1367.jpg,cat
data\dogs\dog.2005.jpg,dog
data\cats\cat.1876.jpg,cat
data\dogs\dog.1171.jpg,dog
data\dogs\dog.318.jpg,dog
data\dogs\dog.4313.jpg,dog
data\dogs\dog.2470.jpg,dog
data\dogs\dog.3160.jpg,dog
data\dogs\dog.466.jpg,dog
data\cats\cat.3048.jpg,cat
data\cats\cat.4248.jpg,cat
data\cats\cat.1514.jpg,cat
data\cats\cat.859.jpg,cat
data\dogs\dog.714.jpg,dog
data\dogs\dog.2374.jpg,dog
data\cats\cat.4096.jpg,cat
data\dogs\dog.1823.jpg,dog
data\dogs\dog.3798.jpg,dog
data\cats\cat.2968.jpg,cat
data\cats\cat.3741.jpg,cat
data\cats\cat.1564.jpg,cat
data\dogs\dog.4007.jpg,dog
data\dogs\dog.383.jpg,dog
data\dogs\dog.2949.jpg,dog
data\cats\cat.2940.jpg,cat
data\cats\cat.818.jpg,cat
data\dogs\dog.2099.jpg,dog
data\cats\cat.786.jpg,cat
data\dogs\dog.79.jpg,dog
data\cats\cat.419.jpg,cat
data\dogs\dog.2308.jpg,dog
data\cats\cat.2733.jpg,cat
data\cats\cat.1232.jpg,cat
data\dogs\dog.3730.jpg,dog
data\dogs\dog.161.jpg,dog
data\cats\cat.3266.jpg,cat
data\dogs\dog.2816.jpg,dog
data\cats\cat.1779.jpg,cat
data\cats\cat.553.jpg,cat
data\cats\cat.3972.jpg,cat
data\dogs\dog.4278.jpg,dog
data\dogs\dog.4388.jpg,dog
data\cats\cat.884.jpg,cat
data\dogs\dog.3404.jpg,dog
data\cats\cat.2131.jpg,cat
data\cats\cat.1990.jpg,cat
data\dogs\dog.4986.jpg,dog
data\cats\cat.2541.jpg,cat
data\cats\cat.371.jpg,cat
data\dogs\dog.4364.jpg,dog
data\dogs\dog.367.jpg,dog
data\cats\cat.966.jpg,cat
data\cats\cat.1661.jpg,cat
data\cats\cat.1646.jpg,cat
data\cats\cat.603.jpg,cat
data\cats\cat.4985.jpg,cat
data\cats\cat.2530.jpg,cat
data\dogs\dog.4819.jpg,dog
data\dogs\dog.783.jpg,dog
data\cats\cat.721.jpg,cat
data\dogs\dog.4568.jpg,dog
data\cats\cat.4417.jpg,cat
data\dogs\dog.4370.jpg,dog
data\cats\cat.3731.jpg,cat
data\dogs\dog.610.jpg,dog
data\cats\cat.2037.jpg,cat
data\cats\cat.719.jpg,cat
data\dogs\dog.2234.jpg,dog
data\dogs\dog.4186.jpg,dog
data\dogs\dog.2799.jpg,dog
data\cats\cat.3923.jpg,cat
data\cats\cat.1594.jpg,cat
data\cats\cat.2403.jpg,cat
data\cats\cat.984.jpg,cat
data\dogs\dog.3343.jpg,dog
data\dogs\dog.339.jpg,dog
data\cats\cat.3934.jpg,cat
data\dogs\dog.4283.jpg,dog
data\dogs\dog.3422.jpg,dog
data\dogs\dog.1829.jpg,dog
data\cats\cat.3110.jpg,cat
data\cats\cat.1807.jpg,cat
data\cats\cat.710.jpg,cat
data\cats\cat.1173.jpg,cat
data\dogs\dog.1639.jpg,dog
data\cats\cat.1879.jpg,cat
data\cats\cat.2995.jpg,cat
data\dogs\dog.1767.jpg,dog
data\dogs\dog.4329.jpg,dog
data\cats\cat.1207.jpg,cat
data\cats\cat.1151.jpg,cat
data\cats\cat.4063.jpg,cat
data\cats\cat.360.jpg,cat
data\cats\cat.3437.jpg,cat
data\dogs\dog.4202.jpg,dog
data\dogs\dog.1326.jpg,dog
data\dogs\dog.4896.jpg,dog
data\cats\cat.503.jpg,cat
data\cats\cat.3170.jpg,cat
data\dogs\dog.1817.jpg,dog
data\cats\cat.4134.jpg,cat
data\dogs\dog.2278.jpg,dog
data\cats\cat.3158.jpg,cat
data\cats\cat.1979.jpg,cat
data\cats\cat.4188.jpg,cat
data\dogs\dog.3358.jpg,dog
data\dogs\dog.36.jpg,dog
data\dogs\dog.3949.jpg,dog
data\dogs\dog.410.jpg,dog
data\cats\cat.3164.jpg,cat
data\cats\cat.4673.jpg,cat
data\dogs\dog.3123.jpg,dog
data\cats\cat.493.jpg,cat
data\cats\cat.781.jpg,cat
data\dogs\dog.2534.jpg,dog
data\cats\cat.2118.jpg,cat
data\cats\cat.474.jpg,cat
data\cats\cat.4914.jpg,cat
data\cats\cat.3081.jpg,cat
data\dogs\dog.823.jpg,dog
data\dogs\dog.673.jpg,dog
data\dogs\dog.2126.jpg,dog
data\cats\cat.4370.jpg,cat
data\cats\cat.1583.jpg,cat
data\dogs\dog.1968.jpg,dog
data\dogs\dog.484.jpg,dog
data\dogs\dog.4371.jpg,dog
data\dogs\dog.2612.jpg,dog
data\cats\cat.522.jpg,cat
data\dogs\dog.2397.jpg,dog
data\dogs\dog.1942.jpg,dog
data\cats\cat.4880.jpg,cat
data\cats\cat.4492.jpg,cat
data\dogs\dog.1608.jpg,dog
data\dogs\dog.684.jpg,dog
data\dogs\dog.4309.jpg,dog
data\dogs\dog.2166.jpg,dog
data\dogs\dog.3322.jpg,dog
data\dogs\dog.84.jpg,dog
data\cats\cat.681.jpg,cat
data\cats\cat.757.jpg,cat
data\cats\cat.4998.jpg,cat
data\cats\cat.3290.jpg,cat
data\dogs\dog.686.jpg,dog
data\cats\cat.1035.jpg,cat
data\dogs\dog.1737.jpg,dog
data\cats\cat.3785.jpg,cat
data\dogs\dog.2422.jpg,dog
data\dogs\dog.2218.jpg,dog
data\dogs\dog.4474.jpg,dog
data\dogs\dog.3006.jpg,dog
data\dogs\dog.1626.jpg,dog
data\dogs\dog.4813.jpg,dog
data\dogs\dog.536.jpg,dog
data\cats\cat.352.jpg,cat
data\dogs\dog.144.jpg,dog
data\dogs\dog.4927.jpg,dog
data\cats\cat.2984.jpg,cat
data\dogs\dog.2233.jpg,dog
data\cats\cat.4652.jpg,cat
data\cats\cat.2806.jpg,cat
data\dogs\dog.3353.jpg,dog
data\dogs\dog.2100.jpg,dog
data\dogs\dog.4491.jpg,dog
data\dogs\dog.3203.jpg,dog
data\dogs\dog.4152.jpg,dog
data\dogs\dog.2724.jpg,dog
data\cats\cat.4159.jpg,cat
data\dogs\dog.3494.jpg,dog
data\cats\cat.4589.jpg,cat
data\dogs\dog.1382.jpg,dog
data\dogs\dog.3405.jpg,dog
data\dogs\dog.2351.jpg,dog
data\cats\cat.3906.jpg,cat
data\cats\cat.3093.jpg,cat
data\cats\cat.1665.jpg,cat
data\dogs\dog.3004.jpg,dog
data\cats\cat.3051.jpg,cat
data\dogs\dog.4639.jpg,dog
data\cats\cat.3784.jpg,cat
data\dogs\dog.954.jpg,dog
data\dogs\dog.1257.jpg,dog
data\dogs\dog.889.jpg,dog
data\dogs\dog.2299.jpg,dog
data\cats\cat.1997.jpg,cat
data\cats\cat.2169.jpg,cat
data\cats\cat.2839.jpg,cat
data\cats\cat.1455.jpg,cat
data\cats\cat.3967.jpg,cat
data\dogs\dog.2114.jpg,dog
data\dogs\dog.2152.jpg,dog
data\cats\cat.4621.jpg,cat
data\cats\cat.1249.jpg,cat
data\dogs\dog.2582.jpg,dog
data\dogs\dog.4814.jpg,dog
data\cats\cat.913.jpg,cat
data\dogs\dog.2330.jpg,dog
data\cats\cat.3775.jpg,cat
data\cats\cat.3458.jpg,cat
data\cats\cat.4613.jpg,cat
data\dogs\dog.4203.jpg,dog
data\dogs\dog.1551.jpg,dog
data\cats\cat.1515.jpg,cat
data\cats\cat.2786.jpg,cat
data\dogs\dog.2183.jpg,dog
data\cats\cat.415.jpg,cat
data\cats\cat.3679.jpg,cat
data\cats\cat.625.jpg,cat
data\dogs\dog.1309.jpg,dog
data\cats\cat.4856.jpg,cat
data\dogs\dog.3465.jpg,dog
data\cats\cat.4553.jpg,cat
data\dogs\dog.1354.jpg,dog
data\dogs\dog.2718.jpg,dog
data\dogs\dog.1053.jpg,dog
data\cats\cat.1252.jpg,cat
data\dogs\dog.3269.jpg,dog
data\dogs\dog.475.jpg,dog
data\cats\cat.269.jpg,cat
data\cats\cat.2483.jpg,cat
data\cats\cat.4784.jpg,cat
data\dogs\dog.1001.jpg,dog
data\cats\cat.1562.jpg,cat
data\cats\cat.1837.jpg,cat
data\cats\cat.1270.jpg,cat
data\dogs\dog.4825.jpg,dog
data\cats\cat.1189.jpg,cat
data\dogs\dog.309.jpg,dog
data\dogs\dog.1645.jpg,dog
data\cats\cat.4210.jpg,cat
data\cats\cat.515.jpg,cat
data\cats\cat.1007.jpg,cat
data\dogs\dog.3409.jpg,dog
data\dogs\dog.2847.jpg,dog
data\cats\cat.849.jpg,cat
data\cats\cat.4205.jpg,cat
data\cats\cat.72.jpg,cat
data\dogs\dog.306.jpg,dog
data\dogs\dog.1054.jpg,dog
data\dogs\dog.4724.jpg,dog
data\cats\cat.3331.jpg,cat
data\cats\cat.3860.jpg,cat
data\cats\cat.1500.jpg,cat
data\cats\cat.1396.jpg,cat
data\dogs\dog.3830.jpg,dog
data\dogs\dog.3490.jpg,dog
data\cats\cat.4966.jpg,cat
data\dogs\dog.2131.jpg,dog
data\dogs\dog.822.jpg,dog
data\cats\cat.886.jpg,cat
data\dogs\dog.2300.jpg,dog
data\dogs\dog.1903.jpg,dog
data\cats\cat.2934.jpg,cat
data\dogs\dog.284.jpg,dog
data\dogs\dog.323.jpg,dog
data\cats\cat.4094.jpg,cat
data\cats\cat.4234.jpg,cat
data\cats\cat.633.jpg,cat
data\cats\cat.1855.jpg,cat
data\dogs\dog.1791.jpg,dog
data\cats\cat.927.jpg,cat
data\dogs\dog.2327.jpg,dog
data\cats\cat.1412.jpg,cat
data\cats\cat.948.jpg,cat
data\dogs\dog.2168.jpg,dog
data\dogs\dog.4620.jpg,dog
data\cats\cat.1971.jpg,cat
data\dogs\dog.3787.jpg,dog
data\cats\cat.1585.jpg,cat
data\cats\cat.2512.jpg,cat
data\dogs\dog.768.jpg,dog
data\cats\cat.4872.jpg,cat
data\cats\cat.1200.jpg,cat
data\dogs\dog.2745.jpg,dog
data\dogs\dog.1454.jpg,dog
data\cats\cat.1329.jpg,cat
data\dogs\dog.4082.jpg,dog
data\cats\cat.3357.jpg,cat
data\cats\cat.4922.jpg,cat
data\cats\cat.358.jpg,cat
data\cats\cat.4857.jpg,cat
data\dogs\dog.2253.jpg,dog
data\cats\cat.3970.jpg,cat
data\dogs\dog.3479.jpg,dog
data\dogs\dog.3772.jpg,dog
data\cats\cat.404.jpg,cat
data\dogs\dog.201.jpg,dog
data\cats\cat.1795.jpg,cat
data\dogs\dog.738.jpg,dog
data\cats\cat.4448.jpg,cat
data\dogs\dog.844.jpg,dog
data\dogs\dog.1166.jpg,dog
data\dogs\dog.1076.jpg,dog
data\cats\cat.3285.jpg,cat
data\cats\cat.2741.jpg,cat
data\cats\cat.4227.jpg,cat
data\dogs\dog.3706.jpg,dog
data\cats\cat.1127.jpg,cat
data\dogs\dog.2311.jpg,dog
data\dogs\dog.3143.jpg,dog
data\dogs\dog.3167.jpg,dog
data\dogs\dog.169.jpg,dog
data\dogs\dog.1398.jpg,dog
data\dogs\dog.2128.jpg,dog
data\cats\cat.2781.jpg,cat
data\cats\cat.1582.jpg,cat
data\dogs\dog.994.jpg,dog
data\dogs\dog.4699.jpg,dog
data\cats\cat.3866.jpg,cat
data\dogs\dog.2250.jpg,dog
data\cats\cat.380.jpg,cat
data\cats\cat.941.jpg,cat
data\dogs\dog.3395.jpg,dog
data\cats\cat.808.jpg,cat
data\cats\cat.585.jpg,cat
data\dogs\dog.1564.jpg,dog
data\dogs\dog.3886.jpg,dog
data\cats\cat.1798.jpg,cat
data\dogs\dog.732.jpg,dog
data\cats\cat.2791.jpg,cat
data\cats\cat.3751.jpg,cat
data\cats\cat.1904.jpg,cat
data\dogs\dog.1876.jpg,dog
data\cats\cat.4680.jpg,cat
data\cats\cat.244.jpg,cat
data\cats\cat.262.jpg,cat
data\dogs\dog.4544.jpg,dog
data\dogs\dog.1195.jpg,dog
data\cats\cat.353.jpg,cat
data\cats\cat.131.jpg,cat
data\dogs\dog.709.jpg,dog
data\dogs\dog.525.jpg,dog
data\cats\cat.2956.jpg,cat
data\dogs\dog.259.jpg,dog
data\dogs\dog.1254.jpg,dog
data\dogs\dog.781.jpg,dog
data\dogs\dog.2928.jpg,dog
data\dogs\dog.4564.jpg,dog
data\cats\cat.31.jpg,cat
data\dogs\dog.4823.jpg,dog
data\cats\cat.2971.jpg,cat
data\dogs\dog.3663.jpg,dog
data\cats\cat.1416.jpg,cat
data\cats\cat.4671.jpg,cat
data\cats\cat.670.jpg,cat
data\cats\cat.3628.jpg,cat
data\cats\cat.3790.jpg,cat
data\dogs\dog.1894.jpg,dog
data\cats\cat.4805.jpg,cat
data\cats\cat.2501.jpg,cat
data\cats\cat.4770.jpg,cat
data\cats\cat.338.jpg,cat
data\cats\cat.214.jpg,cat
data\cats\cat.4987.jpg,cat
data\cats\cat.4679.jpg,cat
data\cats\cat.2560.jpg,cat
data\dogs\dog.3213.jpg,dog
data\dogs\dog.4905.jpg,dog
data\dogs\dog.2394.jpg,dog
data\cats\cat.1983.jpg,cat
data\cats\cat.773.jpg,cat
data\cats\cat.136.jpg,cat
data\cats\cat.1086.jpg,cat
data\cats\cat.4817.jpg,cat
data\cats\cat.107.jpg,cat
data\dogs\dog.683.jpg,dog
data\cats\cat.4485.jpg,cat
data\dogs\dog.1304.jpg,dog
data\dogs\dog.4451.jpg,dog
data\dogs\dog.3035.jpg,dog
data\dogs\dog.2574.jpg,dog
data\cats\cat.634.jpg,cat
data\cats\cat.4828.jpg,cat
data\dogs\dog.2546.jpg,dog
data\cats\cat.1986.jpg,cat
data\dogs\dog.521.jpg,dog
data\dogs\dog.862.jpg,dog
data\cats\cat.4738.jpg,cat
data\dogs\dog.4031.jpg,dog
data\cats\cat.2359.jpg,cat
data\dogs\dog.3756.jpg,dog
data\cats\cat.3196.jpg,cat
data\cats\cat.1432.jpg,cat
data\dogs\dog.2266.jpg,dog
data\cats\cat.4032.jpg,cat
data\cats\cat.3992.jpg,cat
data\dogs\dog.1127.jpg,dog
data\dogs\dog.21.jpg,dog
data\dogs\dog.4001.jpg,dog
data\cats\cat.4530.jpg,cat
data\dogs\dog.2482.jpg,dog
data\dogs\dog.2096.jpg,dog
data\dogs\dog.2500.jpg,dog
data\cats\cat.3103.jpg,cat
data\dogs\dog.3133.jpg,dog
data\dogs\dog.2906.jpg,dog
data\dogs\dog.1089.jpg,dog
data\cats\cat.3736.jpg,cat
data\cats\cat.489.jpg,cat
data\dogs\dog.2066.jpg,dog
data\cats\cat.4381.jpg,cat
data\cats\cat.97.jpg,cat
data\dogs\dog.2331.jpg,dog
data\cats\cat.1569.jpg,cat
data\dogs\dog.4044.jpg,dog
data\dogs\dog.3589.jpg,dog
data\cats\cat.4947.jpg,cat
data\cats\cat.426.jpg,cat
data\cats\cat.1164.jpg,cat
data\cats\cat.76.jpg,cat
data\cats\cat.2420.jpg,cat
data\dogs\dog.992.jpg,dog
data\dogs\dog.1945.jpg,dog
data\dogs\dog.2177.jpg,dog
data\dogs\dog.1540.jpg,dog
data\dogs\dog.4930.jpg,dog
data\dogs\dog.3049.jpg,dog
data\dogs\dog.1482.jpg,dog
data\dogs\dog.2388.jpg,dog
data\dogs\dog.3860.jpg,dog
data\cats\cat.1244.jpg,cat
data\cats\cat.1064.jpg,cat
data\dogs\dog.4683.jpg,dog
data\dogs\dog.3376.jpg,dog
data\dogs\dog.3967.jpg,dog
data\dogs\dog.528.jpg,dog
data\cats\cat.1186.jpg,cat
data\cats\cat.1043.jpg,cat
data\dogs\dog.2494.jpg,dog
data\dogs\dog.1986.jpg,dog
data\cats\cat.962.jpg,cat
data\cats\cat.2371.jpg,cat
data\dogs\dog.1547.jpg,dog
data\cats\cat.691.jpg,cat
data\cats\cat.4271.jpg,cat
data\dogs\dog.3591.jpg,dog
data\dogs\dog.4541.jpg,dog
data\dogs\dog.1744.jpg,dog
data\dogs\dog.4557.jpg,dog
data\cats\cat.1486.jpg,cat
data\dogs\dog.2536.jpg,dog
data\cats\cat.2705.jpg,cat
data\dogs\dog.3776.jpg,dog
data\dogs\dog.826.jpg,dog
data\dogs\dog.2555.jpg,dog
data\cats\cat.707.jpg,cat
data\dogs\dog.3633.jpg,dog
data\dogs\dog.1556.jpg,dog
data\dogs\dog.1062.jpg,dog
data\dogs\dog.4713.jpg,dog
data\cats\cat.1480.jpg,cat
data\dogs\dog.1303.jpg,dog
data\cats\cat.2027.jpg,cat
data\cats\cat.4617.jpg,cat
data\dogs\dog.3043.jpg,dog
data\cats\cat.3195.jpg,cat
data\cats\cat.2126.jpg,cat
data\dogs\dog.250.jpg,dog
data\cats\cat.3745.jpg,cat
data\cats\cat.3214.jpg,cat
data\cats\cat.82.jpg,cat
data\cats\cat.3514.jpg,cat
data\cats\cat.1080.jpg,cat
data\cats\cat.1978.jpg,cat
data\cats\cat.4961.jpg,cat
data\cats\cat.615.jpg,cat
data\cats\cat.3207.jpg,cat
data\dogs\dog.2467.jpg,dog
data\cats\cat.1705.jpg,cat
data\dogs\dog.4527.jpg,dog
data\dogs\dog.1859.jpg,dog
data\cats\cat.2961.jpg,cat
data\dogs\dog.728.jpg,dog
data\dogs\dog.2215.jpg,dog
data\dogs\dog.1689.jpg,dog
data\dogs\dog.406.jpg,dog
data\dogs\dog.414.jpg,dog
data\dogs\dog.2430.jpg,dog
data\cats\cat.2696.jpg,cat
data\dogs\dog.734.jpg,dog
data\dogs\dog.2772.jpg,dog
data\dogs\dog.1248.jpg,dog
data\dogs\dog.1573.jpg,dog
data\cats\cat.3610.jpg,cat
data\dogs\dog.556.jpg,dog
data\cats\cat.3233.jpg,cat
data\cats\cat.3466.jpg,cat
data\cats\cat.4148.jpg,cat
data\cats\cat.2562.jpg,cat
data\cats\cat.1759.jpg,cat
data\cats\cat.2633.jpg,cat
data\cats\cat.2061.jpg,cat
data\cats\cat.443.jpg,cat
data\cats\cat.1046.jpg,cat
data\cats\cat.2294.jpg,cat
data\cats\cat.912.jpg,cat
data\cats\cat.4619.jpg,cat
data\dogs\dog.122.jpg,dog
data\dogs\dog.629.jpg,dog
data\dogs\dog.3060.jpg,dog
data\dogs\dog.1799.jpg,dog
data\cats\cat.1374.jpg,cat
data\cats\cat.1369.jpg,cat
data\dogs\dog.1902.jpg,dog
data\cats\cat.714.jpg,cat
data\dogs\dog.4030.jpg,dog
data\dogs\dog.1251.jpg,dog
data\cats\cat.4816.jpg,cat
data\dogs\dog.3198.jpg,dog
data\dogs\dog.4547.jpg,dog
data\dogs\dog.4711.jpg,dog
data\cats\cat.2768.jpg,cat
data\cats\cat.1786.jpg,cat
data\dogs\dog.1981.jpg,dog
data\cats\cat.2623.jpg,cat
data\dogs\dog.1528.jpg,dog
data\dogs\dog.3530.jpg,dog
data\cats\cat.3118.jpg,cat
data\cats\cat.810.jpg,cat
data\cats\cat.1946.jpg,cat
data\cats\cat.3161.jpg,cat
data\cats\cat.2104.jpg,cat
data\dogs\dog.4432.jpg,dog
data\cats\cat.4839.jpg,cat
data\cats\cat.1161.jpg,cat
data\dogs\dog.4245.jpg,dog
data\cats\cat.2237.jpg,cat
data\cats\cat.751.jpg,cat
data\dogs\dog.3960.jpg,dog
data\dogs\dog.4697.jpg,dog
data\cats\cat.2797.jpg,cat
data\cats\cat.588.jpg,cat
data\cats\cat.1138.jpg,cat
data\dogs\dog.3500.jpg,dog
data\cats\cat.2879.jpg,cat
data\cats\cat.3641.jpg,cat
data\cats\cat.502.jpg,cat
data\dogs\dog.3553.jpg,dog
data\dogs\dog.2667.jpg,dog
data\cats\cat.4393.jpg,cat
data\cats\cat.3384.jpg,cat
data\dogs\dog.3817.jpg,dog
data\cats\cat.3068.jpg,cat
data\cats\cat.4461.jpg,cat
data\dogs\dog.322.jpg,dog
data\dogs\dog.164.jpg,dog
data\dogs\dog.2957.jpg,dog
data\dogs\dog.148.jpg,dog
data\dogs\dog.3631.jpg,dog
data\dogs\dog.819.jpg,dog
data\dogs\dog.4648.jpg,dog
data\dogs\dog.2018.jpg,dog
data\dogs\dog.2764.jpg,dog
data\cats\cat.232.jpg,cat
data\dogs\dog.4540.jpg,dog
